,rule,stimulus,response,multi_toks_or_oov
1938,rhyme,floor,motor,False
1939,rhyme,flying,wedding,False
1940,rhyme,pear,hear,False
1941,rhyme,snack,jack,False
1942,rhyme,wish,cash,False
1943,rhyme,mat,hat,False
1944,rhyme,get,tent,False
1945,rhyme,sausage,sage,False
1946,rhyme,fine,line,False
1947,rhyme,swap,snap,False
1948,rhyme,pillow,follow,False
1949,rhyme,cake,make,False
1950,rhyme,fade,road,False
1951,rhyme,half,calf,False
1952,rhyme,trench,stench,False
1953,rhyme,ham,ram,False
1954,rhyme,slap,rap,False
1955,rhyme,rim,aim,False
1956,rhyme,steel,angel,False
1957,rhyme,liver,even,False
1958,rhyme,dish,cash,False
1959,rhyme,weed,tend,False
1960,rhyme,done,phone,False
1961,rhyme,net,poet,False
1962,rhyme,rap,swap,False
1963,rhyme,grip,sip,False
1964,rhyme,vine,wine,False
1965,rhyme,bucket,socket,False
1966,rhyme,clue,true,False
1967,rhyme,grip,lip,False
1968,rhyme,banner,winner,False
1969,rhyme,vain,train,False
1970,rhyme,state,skate,False
1971,rhyme,rebel,camel,False
1972,rhyme,pick,brick,False
1973,rhyme,faint,paint,False
1974,rhyme,thin,fin,False
1975,rhyme,wrap,sap,False
1976,rhyme,pet,bent,False
1977,rhyme,think,stink,False
1978,rhyme,law,tax,False
1979,rhyme,charge,liar,False
1980,rhyme,sick,prick,False
1981,rhyme,actor,floor,False
1982,rhyme,tar,scar,False
1983,rhyme,page,massage,False
1984,rhyme,bark,park,False
1985,rhyme,melt,tent,False
1986,rhyme,beard,bread,False
1987,rhyme,feet,diet,False
1988,rhyme,crow,flow,False
1989,rhyme,hip,dip,False
1990,rhyme,slug,bug,False
1991,rhyme,bar,war,False
1992,rhyme,nun,bun,False
1993,rhyme,poem,stem,False
1994,rhyme,bold,mold,False
1995,rhyme,wide,hide,False
1996,rhyme,dig,pig,False
1997,rhyme,park,dark,False
1998,rhyme,sorry,glory,False
1999,rhyme,hit,fit,False
2000,rhyme,forest,parent,False
2001,rhyme,hip,drip,False
2002,rhyme,rum,sum,False
2003,rhyme,wrap,snap,False
2004,rhyme,war,bar,False
2005,rhyme,donor,color,False
2006,rhyme,cage,baggage,False
2007,rhyme,ticket,socket,False
2008,rhyme,net,diet,False
2009,rhyme,sling,ring,False
2010,rhyme,mother,singer,False
2011,rhyme,toy,boy,False
2012,rhyme,bill,till,False
2013,rhyme,tight,might,False
2014,rhyme,pit,kit,False
2015,rhyme,sap,slap,False
2016,rhyme,rate,gate,False
2017,rhyme,rate,date,False
2018,rhyme,crow,now,False
2019,rhyme,none,alone,False
2020,rhyme,paw,jaw,False
2021,rhyme,heat,debt,False
2022,rhyme,plush,brush,False
2023,rhyme,wet,tent,False
2024,rhyme,bet,beat,False
2025,rhyme,trip,tip,False
2026,rhyme,lick,tick,False
2027,rhyme,fill,pill,False
2028,rhyme,kick,sick,False
2029,rhyme,west,melt,False
2030,rhyme,forest,street,False
2031,rhyme,tumble,marble,False
2032,rhyme,binding,evening,False
2033,rhyme,chain,drain,False
2034,rhyme,lobe,robe,False
2035,rhyme,bag,rag,False
2036,rhyme,cash,wish,False
2037,rhyme,feeling,evening,False
2038,rhyme,threat,stream,False
2039,rhyme,bat,mat,False
2040,rhyme,bent,tent,False
2041,rhyme,lap,nap,False
2042,rhyme,pill,bill,False
2043,rhyme,broom,bloom,False
2044,rhyme,model,angel,False
2045,rhyme,flower,driver,False
2046,rhyme,dew,few,False
2047,rhyme,rod,cod,False
2048,rhyme,flip,skip,False
2049,rhyme,find,grind,False
2050,rhyme,rug,slug,False
2051,rhyme,pet,wet,False
2052,rhyme,net,set,False
2053,rhyme,dorm,term,False
2054,rhyme,bark,dark,False
2055,rhyme,killer,seller,False
2056,rhyme,blow,now,False
2057,rhyme,nine,mine,False
2058,rhyme,steel,rebel,False
2059,rhyme,plush,blush,False
2060,rhyme,swap,trap,False
2061,rhyme,black,stack,False
2062,rhyme,fast,last,False
2063,rhyme,grief,chief,False
2064,rhyme,skate,date,False
2065,rhyme,norm,dorm,False
2066,rhyme,glow,vow,False
2067,rhyme,fair,pair,False
2068,rhyme,center,border,False
2069,rhyme,cone,gone,False
2070,rhyme,make,wake,False
2071,rhyme,gear,pear,False
2072,rhyme,weed,head,False
2073,rhyme,cap,soap,False
2074,rhyme,trick,slick,False
2075,rhyme,charge,jar,False
2076,rhyme,four,pour,False
2077,rhyme,fine,wine,False
2078,rhyme,humble,marble,False
2079,rhyme,cover,lever,False
2080,rhyme,eye,buy,False
2081,rhyme,ship,slip,False
2082,rhyme,slope,rope,False
2083,rhyme,nail,sail,False
2084,rhyme,sting,sling,False
2085,rhyme,net,bent,False
2086,rhyme,side,bride,False
2087,rhyme,blush,bush,False
2088,rhyme,get,bent,False
2089,rhyme,skip,drip,False
2090,rhyme,will,pill,False
2091,rhyme,writer,mother,False
2092,rhyme,show,snow,False
2093,rhyme,phone,alone,False
2094,rhyme,melt,feet,False
2095,rhyme,hair,fair,False
2096,rhyme,buyer,layer,False
2097,rhyme,rush,flush,False
2098,rhyme,dot,rot,False
2099,rhyme,plum,hum,False
2100,rhyme,trim,him,False
2101,rhyme,pick,click,False
2102,rhyme,aim,dim,False
2103,rhyme,low,crow,False
2104,rhyme,wet,bent,False
2105,rhyme,wage,bandage,False
2106,rhyme,pot,rot,False
2107,rhyme,mother,folder,False
2108,rhyme,weak,jerk,False
2109,rhyme,center,writer,False
2110,rhyme,postage,message,False
2111,rhyme,prose,nose,False
2112,rhyme,sailing,nothing,False
2113,rhyme,wedding,flying,False
2114,rhyme,passage,wage,False
2115,rhyme,jet,get,False
2116,rhyme,glow,cow,False
2117,rhyme,pound,round,False
2118,rhyme,slide,side,False
2119,rhyme,dim,slim,False
2120,rhyme,meat,poet,False
2121,rhyme,tough,dough,False
2122,rhyme,wire,tire,False
2123,rhyme,dry,cry,False
2124,rhyme,grain,vain,False
2125,rhyme,jewel,panel,False
2126,rhyme,pain,coin,False
2127,rhyme,drug,bug,False
2128,rhyme,fate,date,False
2129,rhyme,coin,win,False
2130,rhyme,alone,cone,False
2131,rhyme,ear,liar,False
2132,rhyme,him,trim,False
2133,rhyme,net,meat,False
2134,rhyme,meat,get,False
2135,rhyme,late,rate,False
2136,rhyme,ball,hall,False
2137,rhyme,bumper,pepper,False
2138,rhyme,answer,mother,False
2139,rhyme,plug,bug,False
2140,rhyme,fling,sing,False
2141,rhyme,wind,blind,False
2142,rhyme,slick,brick,False
2143,rhyme,beam,stem,False
2144,rhyme,pork,cork,False
2145,rhyme,rage,bandage,False
2146,rhyme,trip,grip,False
2147,rhyme,net,jet,False
2148,rhyme,place,space,False
2149,rhyme,flower,father,False
2150,rhyme,kit,fit,False
2151,rhyme,stream,thread,False
2152,rhyme,prick,pick,False
2153,rhyme,glide,guide,False
2154,rhyme,hatch,watch,False
2155,rhyme,find,mind,False
2156,rhyme,grind,kind,False
2157,rhyme,noon,moon,False
2158,rhyme,saying,evening,False
2159,rhyme,rub,cub,False
2160,rhyme,swap,rap,False
2161,rhyme,fail,tail,False
2162,rhyme,diet,meet,False
2163,rhyme,oven,lover,False
2164,rhyme,fish,push,False
2165,rhyme,passage,bandage,False
2166,rhyme,sneak,break,False
2167,rhyme,ruin,spin,False
2168,rhyme,seed,lead,False
2169,rhyme,dough,rough,False
2170,rhyme,burn,turn,False
2171,rhyme,flower,shower,False
2172,rhyme,hole,pole,False
2173,rhyme,pride,glide,False
2174,rhyme,swap,cap,False
2175,rhyme,big,pig,False
2176,rhyme,ship,rip,False
2177,rhyme,rage,courage,False
2178,rhyme,hug,drug,False
2179,rhyme,binding,saying,False
2180,rhyme,tack,stack,False
2181,rhyme,slap,flap,False
2182,rhyme,rail,fail,False
2183,rhyme,binding,nothing,False
2184,rhyme,feet,beat,False
2185,rhyme,rug,bug,False
2186,rhyme,tend,feed,False
2187,rhyme,shack,pack,False
2188,rhyme,bent,beat,False
2189,rhyme,lover,lever,False
2190,rhyme,ride,hide,False
2191,rhyme,save,wave,False
2192,rhyme,gate,fate,False
2193,rhyme,teller,butler,False
2194,rhyme,date,rate,False
2195,rhyme,wheel,towel,False
2196,rhyme,ride,side,False
2197,rhyme,get,bet,False
2198,rhyme,answer,copper,False
2199,rhyme,grass,class,False
2200,rhyme,link,drink,False
2201,rhyme,bell,seal,False
2202,rhyme,state,mate,False
2203,rhyme,sack,pack,False
2204,rhyme,singer,answer,False
2205,rhyme,alone,stone,False
2206,rhyme,prick,thick,False
2207,rhyme,apart,chart,False
2208,rhyme,evening,feeling,False
2209,rhyme,writer,center,False
2210,rhyme,him,dim,False
2211,rhyme,slow,show,False
2212,rhyme,seed,head,False
2213,rhyme,win,fin,False
2214,rhyme,color,tenor,False
